-122.4068825,37.73804,-122.3996883,37.7399134
-122.4040826,37.7772779,-122.4063083,37.7755198
-122.4588903,37.7812124,-122.4588991,37.781335
-122.4591448,37.7472457,-122.4592947,37.7472475
-122.4712324,37.7114533,-122.4712769,37.7087818
-122.4020414,37.7862613,-122.4042569,37.7844843
-122.4034364,37.7876758,-122.4031132,37.7880148
-122.403919,37.7700557,-122.4054511,37.7713038
-122.4050784,37.744832,-122.40367,37.7472927
-122.4560559,37.7802058,-122.4561912,37.7798246
-122.4562635,37.7709255,-122.4591765,37.7713158
-122.4750978,37.7210137,-122.4748378,37.7211855
-122.4162818,37.7523747,-122.4184634,37.7522435
-122.3874759,37.7502118,-122.3874839,37.7503388
-122.4186311,37.7728419,-122.4197717,37.7706376
-122.4516275,37.7229108,-122.4447763,37.7229503
-122.413139,37.765454,-122.4104935,37.7656088
-122.4032204,37.7730559,-122.4054511,37.7713038
-122.5037444,37.7254338,-122.503095,37.7245216
-122.4067939,37.7885009,-122.4069817,37.7894357
-122.3924884,37.7641147,-122.3931813,37.7640733
-122.4067218,37.7488329,-122.4087333,37.748411
-122.4968165,37.7336991,-122.4971981,37.7337242
-122.4112856,37.7972516,-122.4178525,37.7964134
-122.4053208,37.7431047,-122.4052133,37.7430367
-122.4036185,37.7957573,-122.4044278,37.7963079
-122.4133412,37.7696037,-122.4124782,37.7706444
-122.4057387,37.7356235,-122.4123268,37.7334081
-122.4069187,37.7395704,-122.4052133,37.7430367
-122.5034885,37.7716943,-122.4959917,37.7720363
-122.4745087,37.8064185,-122.4737616,37.8069543
-122.4224564,37.7913137,-122.4046141,37.7935779
-122.4194193,37.7763888,-122.4178444,37.7763691
-122.454757,37.7710629,-122.4603093,37.7662688
-122.4073782,37.8073461,-122.4059603,37.8066266
-122.3960285,37.7885423,-122.397564,37.789771
-122.3932625,37.7090778,-122.3930122,37.708785
-122.4682822,37.7373911,-122.4716394,37.7347039
-122.457509,37.7309578,-122.4574959,37.7310359
-122.4103557,37.7822065,-122.4090996,37.7832019
-122.3989432,37.7837879,-122.3989942,37.7838286
-122.4091399,37.7834292,-122.410784,37.7832203
-122.4375239,37.7237056,-122.4423983,37.7178584
-122.4330983,37.7641878,-122.4323693,37.7648839
-122.4027076,37.7832509,-122.4004778,37.7850152
-122.4553294,37.8030074,-122.4483594,37.8011626
-122.4240075,37.7631625,-122.4241467,37.7647868
-122.4207258,37.7739445,-122.419313,37.7750502
-122.4750631,37.7347234,-122.4752148,37.7347222
-122.4474725,37.7822441,-122.4474264,37.7823358
-122.3972398,37.7753545,-122.3987697,37.776574
-122.3989432,37.7837879,-122.4004778,37.7850152
-122.4157156,37.7825934,-122.4170349,37.789115
-122.4671051,37.802613,-122.4735067,37.8054762
-122.4556644,37.7796668,-122.4552329,37.7776069
-122.41736,37.7823844,-122.4181115,37.7861108
-122.4040485,37.7700073,-122.4062261,37.7694529
-122.4195306,37.7634391,-122.415169,37.7637004
-122.4007726,37.7911821,-122.4024099,37.7909791
-122.4046339,37.7659639,-122.3950948,37.7665621
-122.4588991,37.781335,-122.4563441,37.7814511
-122.4615415,37.7514883,-122.4636068,37.7549439
-122.4638949,37.7116195,-122.4634747,37.71136
-122.3884304,37.781808,-122.3896767,37.7799221
-122.4719651,37.731032,-122.4716683,37.7309058
-122.399635,37.7807911,-122.3980232,37.7796159
-122.4044255,37.7926558,-122.4046141,37.7935779
-122.4320739,37.7320588,-122.4366524,37.7315052
-122.4320887,37.8051835,-122.4316968,37.8032722
-122.4935507,37.729591,-122.4840924,37.7276559
-122.467853,37.7348765,-122.4681231,37.7348643
-122.391652,37.7743709,-122.3938354,37.7763064
-122.4205336,37.7810232,-122.4221032,37.7808235
-122.4522957,37.8027974,-122.4538948,37.8006034
-122.5021936,37.7795549,-122.5029908,37.7796573
-122.4968165,37.7336991,-122.4971806,37.7339046
-122.4155274,37.7816602,-122.4122382,37.7820804
-122.4156215,37.7693396,-122.4160763,37.7695338
-122.494122,37.7385029,-122.4942764,37.738496
-122.4011416,37.721656,-122.4116522,37.7186701
-122.4055524,37.7498959,-122.4035955,37.7474869
-122.4473492,37.7822355,-122.4458163,37.7824025
-122.4247604,37.7707177,-122.4248322,37.7706553
-122.4934214,37.7348473,-122.4938703,37.7349045
-122.4325611,37.7328863,-122.4401728,37.729703
-122.471854,37.7731354,-122.4795582,37.7713381
-122.419005,37.7821738,-122.4195701,37.7849729
-122.4155785,37.7730974,-122.4140462,37.7718632
-122.3880152,37.7870938,-122.3886184,37.7894946
